Household_ID,State,No_of_Residents,No_of_Appliances,AC_Units,Has_Solar,Monthly_Income,Region,Year,Monthly_Electricity_kWh
18927,Gujarat,8,27,2,0,103089,Rural,2020,687.98
18928,Tamil Nadu,9,16,2,0,48891,Urban,2020,754.87
18929,Gujarat,5,27,1,0,90416,Rural,2021,548.59
18930,Maharashtra,3,18,2,0,91398,Urban,2015,622.87
18931,Maharashtra,2,6,2,0,142615,Urban,2017,435.34
18932,Delhi,2,14,0,0,102948,Rural,2015,255.94
18933,Karnataka,2,8,1,0,73244,Urban,2021,375.81
18934,Uttar Pradesh,6,5,0,1,146823,Urban,2017,180.32
18935,Gujarat,6,28,0,0,121863,Urban,2015,514.13
18936,Uttar Pradesh,4,29,2,1,142127,Rural,2022,616.7
18937,Uttar Pradesh,3,21,0,0,130425,Rural,2023,437.66
18938,Uttar Pradesh,6,15,1,0,143707,Urban,2021,516.67
18939,West Bengal,2,11,2,0,15083,Rural,2018,494.41
18940,Punjab,6,21,1,0,19664,Rural,2020,507.47
18941,Delhi,8,21,1,0,68563,Urban,2016,660.16
18942,Uttar Pradesh,2,13,1,1,92789,Urban,2021,355.61
18943,Punjab,3,14,1,0,93924,Urban,2020,465.05
18944,Punjab,8,10,0,0,23047,Rural,2018,450.51
18945,Delhi,4,21,2,0,84945,Urban,2017,713.32
18946,Maharashtra,5,20,0,0,78340,Urban,2020,424.18
18947,West Bengal,5,11,2,0,92709,Urban,2022,608.6
18948,Gujarat,8,23,0,1,120400,Rural,2022,347.38
18949,Delhi,2,8,2,0,130880,Rural,2022,497.37
18950,Karnataka,6,24,1,0,121639,Rural,2023,560.58
18951,Punjab,6,28,1,0,46051,Rural,2018,592.61
18952,Uttar Pradesh,2,21,0,1,92584,Rural,2022,199.9
18953,Punjab,9,28,0,0,85814,Urban,2023,576.39
18954,West Bengal,3,13,1,0,83491,Urban,2015,438.53
18955,Karnataka,8,15,0,0,25119,Urban,2017,563.7
18956,Maharashtra,2,27,0,0,49060,Urban,2023,389.87
18957,Maharashtra,9,5,2,0,147039,Urban,2018,521.06
18958,Tamil Nadu,3,11,2,0,83586,Rural,2017,561.63
18959,Uttar Pradesh,4,26,2,0,88711,Rural,2021,662.46
18960,Tamil Nadu,4,9,0,0,62913,Rural,2016,185.19
18961,West Bengal,8,9,1,1,101296,Urban,2021,391.94
18962,Karnataka,2,5,1,0,142567,Urban,2023,342.48
18963,Punjab,4,10,1,0,36578,Urban,2021,374.23
18964,Gujarat,6,17,1,0,111919,Urban,2020,551.51
18965,Tamil Nadu,3,19,2,0,93261,Urban,2015,724.58
18966,Maharashtra,5,8,2,0,118846,Urban,2017,559.32
18967,Uttar Pradesh,9,21,0,0,50196,Urban,2018,500.46
18968,Punjab,5,28,1,0,146117,Urban,2023,615.86
18969,Karnataka,4,28,0,0,149573,Rural,2021,322.27
18970,Delhi,9,17,1,1,48685,Urban,2019,554.75
18971,West Bengal,3,15,1,0,134360,Rural,2021,447.33
18972,West Bengal,6,8,0,0,62879,Urban,2018,277.61
18973,Maharashtra,5,11,2,0,40958,Rural,2022,507.32
18974,Delhi,6,23,0,0,121572,Rural,2019,412.95
18975,West Bengal,6,28,0,0,116819,Urban,2020,499.87
18976,Gujarat,5,11,1,0,128150,Urban,2021,438.6
18977,Punjab,5,18,2,0,101646,Urban,2019,718.69
18978,Uttar Pradesh,9,25,0,1,128148,Urban,2019,481.47
18979,Punjab,4,20,2,0,111425,Rural,2019,581.8
18980,Gujarat,9,25,2,0,43973,Urban,2023,909.23
18981,West Bengal,8,13,2,0,79319,Urban,2015,673.94
18982,Gujarat,3,26,2,0,69708,Urban,2018,711.99
18983,Punjab,2,26,1,0,104810,Urban,2022,624.67
18984,West Bengal,3,6,1,0,20123,Urban,2018,331.73
18985,Uttar Pradesh,9,20,1,0,21150,Urban,2019,750.09
18986,Uttar Pradesh,2,9,1,0,40199,Urban,2018,391.87
18987,Delhi,9,16,1,0,110050,Urban,2022,527.18
18988,Gujarat,5,24,0,0,60660,Rural,2019,389.05
18989,Karnataka,6,19,2,0,68508,Urban,2020,654.8
18990,Delhi,3,7,1,0,69442,Urban,2023,412.76
18991,Uttar Pradesh,9,13,2,0,77039,Rural,2022,725.33
18992,Maharashtra,6,11,1,0,127878,Urban,2017,542.73
18993,West Bengal,3,8,1,1,76985,Urban,2015,358.28
18994,Delhi,8,29,0,0,110659,Urban,2020,569.82
18995,Tamil Nadu,7,13,2,1,58415,Urban,2016,572.81
18996,Karnataka,3,19,1,0,73247,Rural,2020,434.94
18997,West Bengal,6,27,1,0,77155,Urban,2022,591.72
18998,Delhi,7,25,0,0,26382,Urban,2015,521.9
18999,Uttar Pradesh,4,29,2,1,143358,Urban,2018,653.95
19000,Punjab,8,11,2,0,113512,Urban,2022,798.29
19001,Uttar Pradesh,5,29,1,0,42608,Urban,2015,653.19
19002,Karnataka,4,15,0,0,129873,Urban,2020,312.19
19003,Tamil Nadu,9,23,0,0,114987,Rural,2016,558.05
19004,Delhi,4,15,1,0,65462,Urban,2016,447.01
19005,Punjab,3,29,2,0,22409,Rural,2016,658.31
19006,Delhi,5,5,1,0,88909,Rural,2019,399.68
19007,Gujarat,8,25,2,0,52621,Urban,2017,802.5
19008,Maharashtra,7,17,0,0,137074,Urban,2017,466.21
19009,Uttar Pradesh,3,17,1,0,134273,Rural,2021,353.28
19010,Delhi,9,6,1,0,91354,Urban,2017,576.3
19011,Delhi,2,21,1,0,91659,Urban,2018,541.6
19012,West Bengal,3,23,2,0,15294,Urban,2021,684.67
19013,West Bengal,7,27,2,0,34506,Urban,2016,934.68
19014,Delhi,6,19,0,0,28603,Urban,2017,356.74
19015,Tamil Nadu,9,23,2,1,74502,Urban,2022,684.39
19016,Maharashtra,8,14,2,0,26995,Rural,2022,562.93
19017,Delhi,8,14,1,0,50563,Urban,2017,593.61
19018,Karnataka,3,13,0,0,61285,Rural,2021,220.34
19019,Uttar Pradesh,2,23,0,0,127290,Urban,2017,278.92
19020,Gujarat,3,15,1,0,49149,Urban,2019,532.4
19021,West Bengal,9,10,2,0,20422,Urban,2017,699.15
19022,Karnataka,7,6,2,0,70236,Urban,2019,622.35
19023,Uttar Pradesh,8,28,1,0,138391,Urban,2016,671.72
19024,Punjab,2,14,1,0,126805,Urban,2017,388.08
19025,West Bengal,5,19,2,0,108546,Urban,2023,589.08
19026,Tamil Nadu,7,9,0,0,144528,Urban,2015,336.61
19027,West Bengal,8,22,1,1,28488,Urban,2018,585.59
19028,Maharashtra,3,11,2,0,78084,Rural,2016,510.72
19029,Maharashtra,8,7,1,0,98793,Urban,2016,524.82
19030,Uttar Pradesh,2,25,0,0,147753,Rural,2023,301.59
19031,Karnataka,9,29,0,0,68065,Urban,2019,633.02
19032,Gujarat,7,20,2,0,17820,Urban,2022,722.79
19033,Tamil Nadu,5,21,0,0,130798,Urban,2019,360.0
19034,Uttar Pradesh,6,6,1,0,58096,Urban,2019,437.52
19035,Punjab,4,20,0,0,59806,Urban,2021,365.76
19036,Tamil Nadu,2,25,2,0,106436,Rural,2015,615.46
19037,Maharashtra,6,24,1,0,107541,Rural,2021,659.77
19038,Delhi,5,5,0,0,74026,Urban,2018,241.42
19039,Delhi,6,18,0,0,118907,Urban,2020,452.81
19040,Gujarat,3,20,0,0,96451,Rural,2016,296.42
19041,Tamil Nadu,4,27,2,0,74505,Rural,2016,703.69
19042,Uttar Pradesh,2,13,2,0,28994,Rural,2022,400.95
19043,Gujarat,7,21,0,0,112528,Urban,2023,469.96
19044,West Bengal,8,12,1,0,145939,Urban,2022,646.42
19045,West Bengal,5,13,0,1,135636,Urban,2019,227.31
19046,Punjab,4,6,1,0,68064,Urban,2015,323.07
19047,Karnataka,5,17,1,0,44876,Rural,2017,465.03
19048,Delhi,8,5,2,0,82383,Urban,2016,488.78
19049,Uttar Pradesh,6,26,0,1,28718,Rural,2018,332.17
19050,Tamil Nadu,5,11,2,0,113211,Urban,2023,601.58
19051,Gujarat,9,22,0,0,22897,Urban,2023,486.87
19052,Uttar Pradesh,5,25,1,0,16706,Urban,2023,644.49
19053,Gujarat,6,9,2,0,65112,Urban,2023,591.43
19054,Gujarat,6,11,2,0,110146,Urban,2017,565.36
19055,Gujarat,8,16,2,0,94903,Rural,2017,754.61
19056,Tamil Nadu,4,21,1,0,124403,Rural,2021,522.98
19057,Uttar Pradesh,2,28,2,0,71407,Urban,2022,785.86
19058,Maharashtra,6,9,0,0,70820,Urban,2020,253.4
19059,Maharashtra,9,16,0,0,62115,Urban,2016,506.3
19060,Tamil Nadu,4,23,1,0,59044,Urban,2019,562.03
19061,West Bengal,8,17,2,0,72007,Urban,2022,791.73
19062,Tamil Nadu,5,20,0,0,33360,Urban,2021,428.76
19063,Delhi,9,29,2,0,71666,Rural,2021,916.62
19064,Gujarat,5,23,0,0,133403,Rural,2021,382.62
19065,Uttar Pradesh,7,27,1,0,73599,Urban,2021,704.81
19066,Uttar Pradesh,3,14,0,0,137686,Urban,2018,324.1
19067,Karnataka,6,16,0,1,100863,Urban,2017,301.64
19068,Karnataka,8,11,0,0,119017,Urban,2017,403.55
19069,Punjab,9,18,1,1,74870,Rural,2021,500.67
19070,Maharashtra,9,14,0,0,109425,Urban,2015,450.07
19071,Karnataka,4,12,1,0,131758,Rural,2016,367.28
19072,Karnataka,7,19,1,0,62027,Rural,2023,561.02
19073,Maharashtra,4,20,0,1,134415,Rural,2017,294.44
19074,Delhi,2,12,2,0,90129,Urban,2023,490.1
19075,West Bengal,7,8,0,0,66575,Urban,2018,272.51
19076,Maharashtra,8,21,1,0,100103,Urban,2021,642.85
19077,West Bengal,4,8,2,0,102745,Rural,2018,464.77
19078,Punjab,6,26,0,0,78653,Urban,2017,489.75
19079,Karnataka,4,15,0,0,87650,Urban,2018,278.16
19080,Uttar Pradesh,3,17,0,1,120988,Rural,2018,163.07
19081,Karnataka,5,10,0,0,127847,Urban,2020,341.98
19082,Gujarat,5,26,0,0,26311,Urban,2017,454.08
19083,Punjab,9,18,2,0,38080,Urban,2022,778.69
19084,West Bengal,7,11,0,1,146108,Urban,2015,263.3
19085,West Bengal,4,16,1,0,46892,Urban,2021,561.47
19086,Gujarat,4,5,1,0,21535,Rural,2023,328.98
19087,Gujarat,4,14,2,0,76645,Urban,2021,576.03
19088,Delhi,4,5,1,1,28848,Rural,2022,142.92
19089,Tamil Nadu,9,20,2,0,89925,Urban,2021,826.34
19090,Gujarat,3,11,1,0,55161,Urban,2015,412.9
19091,West Bengal,6,24,2,0,137393,Urban,2018,770.34
19092,Uttar Pradesh,3,10,0,0,139157,Rural,2022,173.03
19093,West Bengal,8,26,1,0,129805,Rural,2020,657.83
19094,West Bengal,8,29,1,0,49968,Urban,2021,711.64
19095,Delhi,3,22,2,0,22229,Urban,2019,635.6
19096,Tamil Nadu,3,24,2,0,70324,Rural,2016,637.13
19097,Tamil Nadu,5,8,2,0,42605,Urban,2023,594.59
19098,Gujarat,8,27,1,0,21241,Rural,2019,666.56
19099,Punjab,3,20,2,0,67242,Rural,2017,599.43
19100,Karnataka,4,5,0,0,107337,Urban,2019,279.44
19101,West Bengal,3,25,2,0,18023,Urban,2023,731.76
19102,Maharashtra,4,24,0,0,107768,Urban,2023,394.69
19103,Karnataka,7,6,0,0,64493,Urban,2022,347.86
19104,Karnataka,8,20,2,0,54918,Urban,2019,790.78
19105,Tamil Nadu,6,25,0,0,142607,Urban,2016,449.19
19106,Tamil Nadu,5,13,0,0,122240,Urban,2021,399.55
19107,Delhi,6,19,0,0,107227,Urban,2017,375.71
19108,Delhi,9,28,2,0,125276,Rural,2021,931.52
19109,Tamil Nadu,9,20,2,0,106467,Rural,2023,729.68
19110,Uttar Pradesh,7,13,0,0,54986,Urban,2022,275.16
19111,Uttar Pradesh,6,11,1,0,96864,Urban,2018,506.78
19112,Maharashtra,5,14,0,0,90390,Rural,2020,314.04
19113,Tamil Nadu,4,11,2,0,141123,Rural,2016,513.24
19114,Gujarat,7,17,0,0,75279,Urban,2022,403.14
19115,Delhi,7,6,0,0,124021,Urban,2018,286.73
19116,Tamil Nadu,4,16,2,0,29428,Urban,2019,551.83
19117,Uttar Pradesh,4,17,2,0,79172,Urban,2023,695.19
19118,Tamil Nadu,5,7,1,0,17227,Rural,2020,408.48
19119,Uttar Pradesh,8,15,0,0,113850,Urban,2022,468.78
19120,Tamil Nadu,3,12,0,0,102085,Rural,2021,205.88
19121,West Bengal,8,15,0,0,95700,Rural,2017,317.45
19122,Gujarat,2,22,1,0,132802,Urban,2021,576.4
19123,Punjab,3,11,1,0,93618,Urban,2016,499.83
19124,Maharashtra,8,16,0,1,40559,Rural,2017,308.32
19125,West Bengal,3,10,2,0,92249,Urban,2016,421.05
19126,Gujarat,9,14,0,0,114669,Urban,2023,404.73
19127,Uttar Pradesh,6,24,0,0,32745,Rural,2023,382.35
19128,Delhi,9,19,0,0,111479,Urban,2017,471.63
19129,Delhi,2,24,2,0,24708,Rural,2022,717.82
19130,Karnataka,4,19,1,1,34353,Urban,2016,402.76
19131,Gujarat,3,23,1,0,121939,Urban,2016,499.29
19132,Tamil Nadu,8,10,0,0,102533,Urban,2017,319.83
19133,Maharashtra,5,23,0,1,77763,Urban,2022,389.34
19134,Tamil Nadu,3,19,0,0,83616,Urban,2016,296.82
19135,Tamil Nadu,4,29,2,0,67549,Urban,2023,718.95
19136,Gujarat,8,24,0,1,47458,Urban,2019,437.71
19137,Punjab,3,24,2,0,148836,Urban,2017,693.09
19138,Maharashtra,7,22,0,0,84170,Rural,2022,432.15
19139,Karnataka,9,6,0,0,40981,Rural,2021,309.85
19140,West Bengal,6,11,0,1,53545,Urban,2016,185.61
19141,Tamil Nadu,6,9,1,0,135857,Urban,2022,507.26
19142,Maharashtra,3,7,0,0,55406,Rural,2017,105.31
19143,Karnataka,6,10,0,0,47470,Urban,2018,377.67
19144,West Bengal,5,10,0,0,102428,Rural,2019,201.65
19145,Tamil Nadu,2,5,0,1,106566,Rural,2015,-60.49
19146,Maharashtra,3,23,2,0,52646,Urban,2022,657.04
19147,West Bengal,5,16,2,1,66602,Rural,2016,529.91
19148,Gujarat,7,9,0,0,80700,Urban,2020,417.76
19149,Punjab,5,11,2,0,112054,Rural,2019,446.39
19150,Delhi,5,24,0,0,139391,Urban,2023,390.67
19151,Delhi,7,12,0,0,97260,Rural,2016,308.81
19152,Tamil Nadu,4,23,2,0,110414,Rural,2015,698.24
19153,Tamil Nadu,3,10,2,1,57323,Urban,2017,576.68
19154,West Bengal,9,19,0,0,117521,Urban,2016,499.46
19155,Maharashtra,3,10,1,0,54089,Urban,2018,356.77
19156,Delhi,3,13,0,0,122819,Rural,2021,172.3
19157,Tamil Nadu,9,8,0,0,131315,Urban,2019,319.63
19158,Karnataka,2,20,1,0,66687,Urban,2018,459.43
19159,Tamil Nadu,5,27,2,0,98665,Urban,2015,779.66
19160,Delhi,3,14,1,0,38034,Urban,2020,497.13
19161,Uttar Pradesh,9,5,0,1,141220,Rural,2022,151.86
19162,Punjab,9,15,2,0,136788,Rural,2023,650.14
19163,Delhi,6,21,1,1,63182,Urban,2019,449.33
19164,Karnataka,4,22,1,0,148607,Urban,2023,710.94
19165,Maharashtra,7,24,0,0,146702,Rural,2015,390.27
19166,Karnataka,7,26,1,0,125645,Rural,2017,562.59
19167,Uttar Pradesh,2,24,0,0,28334,Urban,2021,294.89
19168,Uttar Pradesh,9,19,2,0,34261,Urban,2020,721.17
19169,Tamil Nadu,8,10,1,0,48192,Rural,2023,416.59
19170,Tamil Nadu,7,20,2,1,50070,Urban,2019,640.01
19171,Delhi,4,6,2,0,78203,Urban,2021,560.77
19172,Gujarat,8,29,0,0,70427,Urban,2018,594.32
19173,Punjab,9,7,1,0,50851,Urban,2021,620.12
19174,Karnataka,9,27,2,0,18060,Urban,2017,883.83
19175,Delhi,5,21,1,0,48884,Urban,2016,465.27
19176,Gujarat,7,12,1,0,49187,Rural,2016,429.08
19177,Delhi,8,24,1,0,125862,Rural,2015,690.39
19178,Punjab,8,19,1,0,133784,Rural,2016,539.61
19179,Punjab,7,17,2,0,96247,Urban,2017,687.94
19180,Uttar Pradesh,6,25,1,0,117263,Rural,2019,562.14
19181,Tamil Nadu,5,27,0,0,147696,Urban,2020,481.5
19182,Tamil Nadu,3,23,0,1,29411,Rural,2017,220.99
19183,Punjab,9,29,1,0,147229,Rural,2023,769.12
19184,Delhi,4,29,1,0,118102,Rural,2016,589.24
19185,Punjab,7,28,0,0,143222,Rural,2018,561.4
19186,Tamil Nadu,6,5,1,0,24210,Urban,2019,500.71
19187,Maharashtra,9,16,2,0,81056,Rural,2015,683.18
19188,Delhi,4,22,1,0,34763,Urban,2015,583.94
19189,Uttar Pradesh,8,22,1,0,17520,Rural,2018,706.04
19190,West Bengal,2,7,2,0,96619,Urban,2019,510.17
19191,Delhi,6,22,1,0,52966,Urban,2023,538.25
19192,Delhi,9,21,2,1,51661,Urban,2019,730.25
19193,Tamil Nadu,8,15,2,1,123195,Rural,2018,582.59
19194,Uttar Pradesh,2,9,0,0,56828,Urban,2017,165.49
19195,Delhi,7,26,0,0,131392,Urban,2016,520.17
19196,Tamil Nadu,6,11,1,0,21666,Urban,2023,591.94
19197,Punjab,3,27,0,1,80140,Rural,2016,347.52
19198,Karnataka,8,22,1,1,79650,Rural,2016,476.11
19199,Uttar Pradesh,9,11,1,0,85445,Rural,2022,502.12
19200,Gujarat,4,22,0,1,147510,Urban,2016,238.09
19201,Maharashtra,4,6,0,0,33028,Urban,2023,241.15
19202,Gujarat,8,10,1,0,120951,Urban,2015,549.19
19203,West Bengal,8,26,1,0,52081,Urban,2015,685.78
19204,Punjab,5,12,1,0,62076,Rural,2018,444.22
19205,Uttar Pradesh,6,25,2,0,110402,Rural,2018,713.73
19206,Delhi,9,25,1,0,138425,Rural,2023,702.35
19207,Tamil Nadu,9,21,1,0,42919,Rural,2018,681.16
19208,West Bengal,9,8,1,0,87022,Urban,2021,503.89
19209,Uttar Pradesh,9,21,0,0,49940,Rural,2020,427.56
19210,Maharashtra,6,20,0,0,135808,Rural,2019,477.14
19211,Uttar Pradesh,8,25,2,0,73627,Urban,2022,652.6
19212,West Bengal,2,19,1,0,65235,Rural,2018,335.94
19213,Tamil Nadu,6,19,1,0,17514,Rural,2022,504.48
19214,Gujarat,4,12,1,0,27073,Rural,2017,272.91
19215,Karnataka,6,21,1,1,99533,Rural,2023,387.15
19216,Gujarat,5,23,1,1,91467,Urban,2016,444.28
19217,Tamil Nadu,5,5,1,0,23612,Urban,2015,444.15
19218,West Bengal,8,17,0,0,17925,Urban,2019,478.35
19219,Tamil Nadu,4,10,2,0,93845,Urban,2016,532.71
19220,Punjab,4,14,0,0,89166,Urban,2018,289.67
19221,Maharashtra,9,5,0,1,125957,Urban,2023,226.13
19222,Uttar Pradesh,4,16,0,0,20140,Rural,2016,241.64
19223,Punjab,6,23,2,0,72312,Rural,2016,680.12
19224,Uttar Pradesh,6,19,1,1,144946,Urban,2020,449.5
19225,Gujarat,3,25,2,0,52645,Urban,2019,734.2
19226,West Bengal,7,9,0,0,106368,Urban,2023,367.55
19227,Karnataka,8,6,0,0,79151,Rural,2023,331.7
19228,Karnataka,7,23,0,0,79905,Rural,2016,527.08
19229,Maharashtra,9,18,0,0,61174,Rural,2021,440.19
19230,Tamil Nadu,9,13,1,0,146566,Urban,2020,536.7
19231,Maharashtra,2,5,0,0,112947,Urban,2019,98.51
19232,Uttar Pradesh,6,17,0,0,28743,Urban,2021,375.43
19233,Delhi,3,21,1,0,118954,Rural,2020,437.82
19234,Delhi,3,6,0,0,32639,Urban,2022,122.12
19235,Delhi,5,28,1,0,139997,Urban,2018,590.37
19236,Tamil Nadu,6,26,2,0,25674,Rural,2022,753.5
19237,Maharashtra,3,18,1,0,124313,Rural,2023,439.71
19238,Punjab,5,24,0,1,137567,Urban,2015,228.32
19239,West Bengal,2,27,1,0,58686,Urban,2017,440.53
19240,Gujarat,5,10,0,1,112092,Rural,2018,169.25
19241,Uttar Pradesh,9,29,0,0,66421,Rural,2020,486.74
19242,Delhi,2,10,2,1,61172,Urban,2022,456.52
19243,West Bengal,9,22,0,0,19610,Urban,2022,557.63
19244,Karnataka,7,23,0,0,47588,Rural,2020,437.1
19245,Punjab,9,13,0,0,145842,Urban,2016,436.79
19246,Maharashtra,7,19,1,0,122964,Rural,2020,497.62
19247,Uttar Pradesh,4,11,0,0,50430,Rural,2016,266.43
19248,Uttar Pradesh,4,10,0,0,149829,Rural,2015,347.85
19249,Karnataka,8,9,0,0,69650,Rural,2022,343.4
19250,Punjab,5,23,2,0,131858,Urban,2015,722.02
19251,Karnataka,8,24,2,0,36302,Rural,2015,840.69
19252,Karnataka,4,5,1,0,23930,Urban,2017,372.82
19253,Delhi,9,25,2,0,78994,Urban,2015,842.38
19254,Punjab,6,11,2,0,124241,Urban,2020,714.82
19255,Delhi,5,22,1,0,123073,Rural,2023,481.59
19256,Maharashtra,3,12,2,0,84881,Rural,2020,527.36
19257,Karnataka,9,16,0,0,120870,Rural,2022,436.28
19258,Gujarat,6,14,0,0,44323,Urban,2018,393.99
19259,Uttar Pradesh,8,10,0,0,75120,Rural,2019,317.83
19260,Punjab,5,20,2,0,70954,Urban,2019,764.92
19261,Karnataka,8,23,1,0,93946,Rural,2020,603.03
19262,Punjab,7,22,2,1,68676,Urban,2023,629.4
19263,Uttar Pradesh,2,28,1,1,76731,Urban,2015,489.54
19264,Tamil Nadu,8,17,0,0,46876,Urban,2023,475.07
19265,West Bengal,4,24,1,0,52969,Rural,2020,476.9
19266,Tamil Nadu,4,11,0,0,70977,Urban,2022,207.69
19267,Karnataka,4,11,2,1,105487,Rural,2017,304.79
19268,Uttar Pradesh,5,20,2,0,112742,Urban,2023,728.6
19269,West Bengal,6,29,1,1,69488,Rural,2023,566.84
19270,Tamil Nadu,2,14,2,0,15454,Urban,2021,575.07
19271,Karnataka,4,19,1,0,128941,Rural,2016,489.2
19272,Uttar Pradesh,6,18,2,0,47983,Urban,2021,666.35
19273,Karnataka,8,28,2,0,82618,Urban,2019,903.85
19274,Delhi,3,16,2,0,65561,Rural,2020,591.74
19275,Uttar Pradesh,7,19,1,1,146786,Urban,2023,524.58
19276,Tamil Nadu,3,12,1,0,25953,Urban,2017,420.13
19277,Karnataka,2,11,1,0,79478,Urban,2017,333.12
19278,Punjab,4,25,2,0,68056,Rural,2017,753.87
19279,Tamil Nadu,9,13,0,0,30651,Urban,2023,449.78
19280,Karnataka,9,18,1,0,32296,Rural,2017,571.02
19281,Punjab,3,11,0,1,108099,Urban,2020,73.26
19282,Punjab,7,16,1,0,30665,Rural,2018,479.29
19283,Maharashtra,6,18,1,0,58797,Rural,2019,548.13
19284,Punjab,9,15,0,1,104521,Rural,2018,277.04
19285,Tamil Nadu,6,23,0,1,53468,Urban,2017,323.9
19286,Tamil Nadu,3,10,2,1,53146,Urban,2021,377.38
19287,Gujarat,8,7,0,0,109800,Urban,2022,369.58
19288,West Bengal,8,10,1,0,58504,Rural,2015,566.94
19289,Delhi,4,28,0,0,20141,Rural,2019,415.8
19290,Tamil Nadu,7,13,0,0,65138,Urban,2021,408.85
19291,Uttar Pradesh,2,6,0,0,89784,Urban,2016,177.87
19292,West Bengal,4,10,0,0,86808,Rural,2020,187.7
19293,Punjab,9,18,2,1,47424,Urban,2017,677.27
19294,Karnataka,5,23,1,0,96029,Urban,2015,559.84
19295,Maharashtra,3,27,1,0,115339,Urban,2015,641.9
19296,Uttar Pradesh,5,8,1,0,52881,Urban,2019,418.37
19297,West Bengal,9,18,2,0,123649,Urban,2023,750.54
19298,Uttar Pradesh,3,25,0,0,28487,Rural,2022,316.32
19299,Uttar Pradesh,2,14,1,0,104900,Urban,2022,487.23
19300,Uttar Pradesh,4,10,1,1,22316,Urban,2018,253.12
19301,West Bengal,7,15,0,0,38414,Urban,2018,315.21
19302,Maharashtra,9,17,1,0,43776,Urban,2019,656.81
19303,Punjab,8,28,0,1,81808,Urban,2017,507.76
19304,Gujarat,8,22,2,0,83583,Rural,2018,737.18
19305,Delhi,4,24,1,1,89801,Rural,2019,499.79
19306,Punjab,3,18,1,1,21144,Urban,2016,331.43
19307,Tamil Nadu,8,24,0,1,69466,Urban,2019,469.83
19308,West Bengal,6,26,2,0,127736,Urban,2018,771.7
19309,Uttar Pradesh,5,24,1,0,134319,Urban,2018,601.77
19310,Punjab,7,15,0,0,139050,Urban,2023,427.84
19311,Tamil Nadu,7,25,2,0,112953,Urban,2015,832.4
19312,West Bengal,8,9,0,0,113406,Rural,2018,314.33
19313,Tamil Nadu,9,12,1,0,55339,Rural,2020,613.88
19314,Uttar Pradesh,4,8,1,0,141647,Rural,2016,370.6
19315,Gujarat,4,16,1,0,96326,Urban,2023,459.61
19316,West Bengal,3,10,0,0,31694,Rural,2018,171.73
19317,Tamil Nadu,6,27,2,0,126672,Rural,2017,741.35
19318,Karnataka,9,28,1,0,66506,Urban,2023,789.03
19319,Tamil Nadu,9,29,1,0,26839,Urban,2015,867.17
19320,Delhi,9,12,0,0,23543,Rural,2023,354.43
19321,Uttar Pradesh,5,8,1,0,74481,Urban,2017,385.23
19322,Maharashtra,6,24,0,0,96096,Urban,2016,562.14
19323,Tamil Nadu,7,14,1,0,49052,Urban,2023,569.64
19324,Gujarat,6,15,2,0,93177,Urban,2022,718.48
19325,Karnataka,8,19,1,0,144561,Rural,2019,576.3
19326,Karnataka,3,9,0,0,41722,Urban,2015,205.64
19327,Maharashtra,6,7,1,0,89618,Urban,2015,438.92
19328,Punjab,9,19,0,0,58980,Urban,2020,479.94
19329,Delhi,5,6,0,1,24063,Urban,2015,161.24
19330,Maharashtra,7,6,0,0,24748,Rural,2017,314.64
19331,Delhi,2,29,2,1,70249,Urban,2022,516.38
19332,Tamil Nadu,7,12,2,0,106731,Rural,2019,673.51
19333,Uttar Pradesh,9,26,1,0,31003,Rural,2016,656.66
19334,Gujarat,2,18,0,0,21810,Urban,2021,327.43
19335,Karnataka,5,13,2,0,122846,Urban,2023,607.05
19336,Maharashtra,7,9,0,0,105973,Rural,2016,344.49
19337,Gujarat,7,16,1,0,105454,Rural,2016,533.42
19338,Delhi,7,14,0,0,60752,Urban,2015,359.32
19339,Uttar Pradesh,7,5,2,0,90232,Urban,2021,688.34
19340,Karnataka,3,28,2,1,76133,Urban,2021,622.96
19341,Karnataka,4,23,0,1,27839,Rural,2018,303.34
19342,Delhi,7,29,0,0,115766,Urban,2019,613.29
19343,Uttar Pradesh,3,15,0,0,115615,Urban,2020,379.03
19344,Karnataka,5,21,0,0,35092,Urban,2021,361.42
19345,Uttar Pradesh,7,7,0,0,15962,Urban,2021,288.01
19346,Karnataka,6,5,0,1,15162,Urban,2017,70.54
19347,Tamil Nadu,7,21,1,0,29181,Urban,2019,607.59
19348,Delhi,8,10,1,0,146402,Urban,2023,526.84
19349,Uttar Pradesh,7,17,2,0,57739,Urban,2020,682.24
19350,Gujarat,9,24,0,0,25838,Urban,2015,539.03
19351,Punjab,2,8,1,0,69541,Urban,2022,426.63
19352,Tamil Nadu,6,9,0,0,85260,Rural,2016,248.86
19353,West Bengal,7,19,2,0,87800,Urban,2023,804.18
19354,Gujarat,7,18,1,0,57751,Rural,2018,531.9
19355,Delhi,7,23,0,0,58009,Rural,2016,343.86
19356,Karnataka,3,19,0,1,82588,Rural,2022,239.73
19357,West Bengal,9,16,0,0,72900,Urban,2017,488.25
19358,Gujarat,5,22,0,0,91518,Urban,2023,327.9
19359,Tamil Nadu,2,18,0,0,24212,Rural,2019,231.54
19360,West Bengal,7,14,0,0,39379,Urban,2018,376.52
19361,West Bengal,5,12,2,0,72723,Urban,2015,697.51
19362,Uttar Pradesh,9,27,0,0,33817,Urban,2015,605.42
